,,,
engineering,n,工程學
summary,n,概要
summarize,v,摘要
to summarize, ,總括來說
refugee,n,難民
solar,adj,太陽的;陽曆的
bargain,n/v,特價品;交易;協議;討價還價
wreck,n/v,船難;船隻車輛;建築殘骸;行屍走肉;毀損;破壞
wreckage,n,損壞到難以辨識的殘骸
grief,n,哀傷
sincerity,n,真誠
witch,n,女巫
wizard,n,男巫
keen,adj,敏銳的;熱切的;激烈的
accidental,adj,偶然的
accountant,n,會計師
acquaintance,n,認識的人;認識;知悉
make one's acquaintance, ,與某人結識
admirable,adj,令人欽佩的
admiration,n,欽佩
armor,n,鐵甲;盔甲
artificial,adj,人造的
audio,adj,成音頻率的;聲音的
bald,adj,禿頭的
bankrupt,adj/v,破產的;使破產;破產者;破產
bankruptcy,n,破產
basin,n,洗手台;盆地
blend,v/n,使混和;調和;混合（物）
bridegroom,n,新郎
brutal,adj,殘忍的
brute,n,凶殘之人
brutality,n,殘酷;殘暴
calorie,n,卡路里
cargo,n,貨物
cliff,n,懸崖
congratulate,v,恭喜
conquer,v,征服
conqueror,n,征服者
cord,n,電線;細線
courtesy,n,禮貌
by courtesy of, ,蒙...的好意(或准許);蒙...提供(或贈送);由於...的作用
cube,n/v,立方體;立方;切丁
cubic,adj,立方體的;立方的
cue,n/v,暗示;提示;暗示;提示
cushion,n/v,坐墊;減輕;緩和
deadline,n,最後期限
digest,v/n,消化;文摘
digital,adj,數位的
digit,n,數字
diploma,n,文憑
disgust,n/v,厭惡;厭惡
dye,v/n,染色;染料
dynasty,n,朝代
