,,,
engineering,n., 工程；工程學
destine,v., 命定、注定；預定
presumably,adv., 大概、很可能、據推測
altitude,n., 海拔、海拔高度
isolated,adj., （被）孤立的、與世隔絕的、偏遠的；孤立無援的
via,prep., 經由、憑藉
obstacle,n., 障礙、阻礙；障礙物
iconic,adj., 具代表性的；非常出名的、受歡迎的
accompany,v., 陪同、陪伴；伴隨
equipment,n., 裝備、設備；器材；用具
encounter,v., 偶然遇到、邂逅；遭遇（問題、困難）
chew,v., 咀嚼、嚼碎
combat,v., 制止；打擊；與⋯⋯搏鬥
trek,n., 艱苦的行程；長途跋涉
roam,v., 四處走動、遊蕩、漫步；在⋯⋯漫步（可作及物或不及物用）
